timestamp,station_id,name,bikes_available,docks_available
2026-08-18T12:03+00:00,smoove:301,Aurinkotuulenkatu,3,27
2026-08-18T12:03+00:00,smoove:302,Sumukuja,1,15
2026-08-18T12:03+00:00,smoove:545,Sähkömies,9,7
2026-08-18T12:03+00:00,smoove:303,Leikosaarentie,5,11
2026-08-18T12:03+00:00,smoove:304,Aurinkolahdenaukio,11,13
2026-08-18T12:03+00:00,smoove:713,Upseerinkatu,7,23
2026-08-18T12:03+00:00,smoove:715,Komentajankatu,16,0
2026-08-18T12:03+00:00,smoove:716,Vermo,3,13
2026-08-18T12:03+00:00,smoove:719,Säteri,2,30
2026-08-18T12:03+00:00,smoove:710,Kössi Koskisen aukio,4,16
2026-08-18T12:03+00:00,smoove:709,Yhdyskunnankuja,3,17
2026-08-18T12:03+00:00,smoove:723,Säterinniitty,3,7
2026-08-18T12:03+00:00,smoove:603,Matinlahdenranta,16,4
2026-08-18T12:03+00:00,smoove:725,Rummunlyöjänkatu,8,12
2026-08-18T12:03+00:00,smoove:727,Ratsutori,9,23
2026-08-18T12:03+00:00,smoove:607,Nuottaniementie,21,0
2026-08-18T12:03+00:00,smoove:729,Leppävaaranaukio,12,10
2026-08-18T12:03+00:00,smoove:609,Sepetlahdentie,7,7
2026-08-18T12:03+00:00,smoove:721,Säterinrinne,5,11
2026-08-18T12:03+00:00,smoove:601,Nokkala,2,16
2026-08-18T12:03+00:00,smoove:613,Matinkyläntie,28,0
2026-08-18T12:03+00:00,smoove:735,Mestarinkatu,1,19
2026-08-18T12:03+00:00,smoove:615,Tiistiläntie,3,15
2026-08-18T12:03+00:00,smoove:737,Muurarinkuja,1,17
2026-08-18T12:03+00:00,smoove:617,Tiistinkallio,4,8
2026-08-18T12:03+00:00,smoove:739,Postipuun koulu,4,12
2026-08-18T12:03+00:00,smoove:619,Etuniementie,3,7
2026-08-18T12:03+00:00,smoove:731,Leppävaarankäytävä,16,12
2026-08-18T12:03+00:00,smoove:611,Matinkartanontie,11,9
2026-08-18T12:03+00:00,smoove:733,Läkkitori,14,10
2026-08-18T12:03+00:00,smoove:503,Keilalahti,18,13
2026-08-18T12:03+00:00,smoove:745,Leppävaaran urheilupuisto,22,10
2026-08-18T12:03+00:00,smoove:625,Suomenlahdentie,14,18
2026-08-18T12:03+00:00,smoove:505,Westendinasema,1,15
2026-08-18T12:03+00:00,smoove:747,Leppävaaran uimahalli,2,16
2026-08-18T12:03+00:00,smoove:626,Tynnyritie,10,6
2026-08-18T12:03+00:00,smoove:627,Piispansilta,18,22
2026-08-18T12:03+00:00,smoove:507,Golfpolku,5,11
2026-08-18T12:03+00:00,smoove:749,Vallikatu,1,23
2026-08-18T12:03+00:00,smoove:629,Piispanportti,17,0
2026-08-18T12:03+00:00,smoove:509,Revontulentie,4,14
2026-08-18T12:03+00:00,smoove:741,Gransinmäki,1,19
2026-08-18T12:03+00:00,smoove:621,Hauenkalliontie,17,0
2026-08-18T12:03+00:00,smoove:501,Hanasaari,6,4
2026-08-18T12:03+00:00,smoove:623,Nelikkotie,2,10
2026-08-18T12:03+00:00,smoove:701,Gallen-Kallelan tie,1,11
2026-08-18T12:03+00:00,smoove:703,Elfvik,3,7
2026-08-18T12:03+00:00,smoove:705,Laajalahden keskus,11,5
2026-08-18T12:03+00:00,smoove:707,Majurinkulma,10,14
